Ticker,DBC,DBC,DBC,DBC,DBC,SPY,SPY,SPY,SPY,SPY,AOA,AOA,AOA,AOA,AOA,VXUS,VXUS,VXUS,VXUS,VXUS,XBB.TO,XBB.TO,XBB.TO,XBB.TO,XBB.TO,VTHRX,VTHRX,VTHRX,VTHRX,VTHRX,EEM,EEM,EEM,EEM,EEM,BNDW,BNDW,BNDW,BNDW,BNDW,BIL,BIL,BIL,BIL,BIL,XIU.TO,XIU.TO,XIU.TO,XIU.TO,XIU.TO,XBAL.TO,XBAL.TO,XBAL.TO,XBAL.TO,XBAL.TO,VFH,VFH,VFH,VFH,VFH,AOM,AOM,AOM,AOM,AOM,PFF,PFF,PFF,PFF,PFF,VGK,VGK,VGK,VGK,VGK,SWAN,SWAN,SWAN,SWAN,SWAN
2016-09-01,12.496651861318284,13.143331539204617,12.391784954099537,13.117115020751953,34992500,187.76370371589792,189.36173474914077,183.3928894189074,186.83944702148438,2292393000,38.079103725074305,38.659234959502264,37.394228963928484,38.25636672973633,712200,36.15452155388272,37.20382097214579,35.305822109956154,36.424560546875,14571800,25.22760009765625,25.320865081845362,24.839004891106725,25.22760009765625,1084400,20.548312512546584,20.790709452197987,20.236659115715206,20.617568969726562,0,30.237968627680978,31.684959208485687,29.64263435080937,30.965599060058594,1779944900,,,,,,76.83690320930793,76.87051592138793,76.82009364778328,76.85370635986328,10558300,16.479077299142556,16.81128584546192,16.154594704316033,16.687673568725586,74957300,17.731849754551828,17.796623191430477,17.189369731233715,17.675172805786133,43844,42.21331535203343,42.304560989867554,40.181036789268845,40.94417953491211,22547300,29.01295057684846,29.133270927334767,28.39531508664804,28.948781967163086,1763900,24.673823327024113,24.72318208769599,24.19873319301147,24.371492385864258,64224300,37.052212423067154,37.99993631382042,36.02867177794314,36.946067810058594,81451000,,,,,
2016-10-01,13.134590763717995,13.501625309350736,13.055940384881266,13.073418617248535,41965800,187.36652400721596,188.13049672253516,183.36430104030114,184.5276336669922,1725687400,38.25637154522696,38.26443063207549,37.208914630715846,37.52315139770508,704100,36.62109540394091,36.79958312219085,35.363919367380134,35.93818664550781,9342500,25.299210263976274,25.314788952198878,24.894173284181374,24.979854583740234,1023100,20.589864227961066,20.589864227961066,20.25050906770545,20.257434844970703,0,31.031744050862716,31.57746606004645,30.080866465112493,30.709272384643555,1177911900,,,,,,76.85371961038186,76.87052917480469,76.83691645692943,76.87052917480469,5807500,16.687674751087865,17.04305970349107,16.40954637193775,16.903995513916016,56077500,17.536344050353417,17.72316057857942,17.398263738640406,17.422630310058594,53668,41.03586449147204,42.345874542888794,40.785544687422224,41.953704833984375,9630800,28.83648947045926,28.916701011067282,28.323128266869997,28.371253967285156,1475300,24.39532331759162,24.451091234294204,23.862430416599913,24.135074615478516,65410300,37.130472458484874,37.366779123839414,35.49920187971278,35.83460235595703,55088200,,,,,
2016-11-01,13.256937370141909,13.414238145377285,12.470435160781191,13.291893005371094,71894400,184.8575370927343,192.57550200682132,180.90741467625108,191.32534790039062,2073824400,37.84356592960742,38.04559221857775,37.01929830068728,37.81932067871094,1916600,36.023558562375946,36.07012174785272,34.673258747287974,35.21648406982422,15386500,25.0192850634145,25.11296018215393,24.386972800636283,24.465036392211914,1682700,20.17432860696312,20.451354438025838,19.980412110367688,20.402873992919922,0,30.825038268071808,31.14751000906108,28.137769554241586,29.353242874145508,1818438900,,,,,,76.8705115138637,76.8705115138637,76.80328609355819,76.83689880371094,13642850,16.950356876772727,17.383000020230757,16.564067987434264,17.189855575561523,75630400,17.400971747194443,17.6290751293591,17.22989536661742,17.53131675720215,53269,42.03715470996953,47.94471655296154,41.18606467149813,47.76115036010742,20648700,28.602043271553885,28.602043271553885,28.038376271168506,28.247739791870117,2501900,24.15102855317406,24.15102855317406,22.837998839578507,23.323383331298828,90639900,35.96419645447431,36.05566879726184,34.57685380614116,34.9961051940918,70754400,,,,,
2016-12-01,13.510365479645062,13.88613917078019,13.45793161186023,13.84244441986084,45407200,191.62923488727114,198.235942732513,190.2575384805026,194.06008911132812,1821910200,37.8839622928609,38.942577842834915,37.576881537576625,38.15871810913086,3265500,35.26302728334824,36.55124519001076,35.030217388956395,35.60448455810547,18412700,24.403045783017024,24.48128604738189,24.13702977956184,24.348278045654297,1941700,20.333622476359007,20.88767159521458,20.20203531527182,20.22281265258789,0,29.27055491363562,30.105673841851075,28.06334889125793,28.94808006286621,1138805500,,,,,,76.80329895019531,76.83691166597474,76.80329895019531,76.80329895019531,8497900,17.400996736180083,17.80548903564933,17.198749844608937,17.611021041870117,57864700,17.583699014409678,17.87785041489254,17.53467378099587,17.771629333496094,45434,48.11993371936466,50.623138257973956,47.8612712874881,49.521728515625,22679400,28.191375060633714,28.819462656457198,28.086696354445255,28.368528366088867,7080000,23.224754174987368,23.468566815120653,22.987192101482176,23.26226234436035,92110500,34.950379017524064,36.84082744007928,34.79792603222336,36.54353713989258,81121000,,,,,
2017-01-01,13.956050348061595,14.052178132732118,13.536581908737029,13.7637939453125,87742700,196.52252341686116,200.60074440241758,195.5095308157418,198.69699096679688,1482408500,38.56534298603948,39.57507572045537,38.48391092273781,39.233070373535156,2977900,36.12039249272912,37.73269840584475,36.04995174021783,37.3726692199707,18171500,24.31009292602539,24.576719871324563,24.161095163479096,24.31009292602539,1719000,20.817058164617,21.228294264625983,20.817058164617,21.107759475708008,0,29.596862249951602,31.461823832525944,29.521594599074007,31.227659225463867,990538100,,,,,,76.88737487792969,76.90418906592943,76.87055427474948,76.88737487792969,8165700,17.727698055076253,18.178863614811828,17.673245785798528,17.813262939453125,51348300,17.938754627744682,18.061679840959467,17.783050598119786,17.807636260986328,40077,50.319092183913355,50.83032930044354,48.82728483466276,49.81623458862305,21462600,28.5960831685554,28.936514349699582,28.539345153696352,28.83114242553711,6006300,23.496870727921202,24.17272137288267,23.48423771284233,24.06534194946289,75237700,36.772004568931365,38.20428434283811,36.718390130524995,37.80600357055664,66964000,,,,,
2017-02-01,13.807487747530825,14.043438051299763,13.632709590404206,13.737576484680176,41748600,198.69698040520825,207.23763981820224,198.07696036831473,206.50408935546875,1365136600,39.44478776392806,40.39752271926536,39.22492585115791,40.1858024597168,1496600,37.5996425370566,38.46841075874171,37.3648410412219,37.87357711791992,12992500,24.317563017488933,24.600507134986657,24.3097032504616,24.545490264892578,1786000,21.121939721502518,21.639529713243785,21.121939721502518,21.582807540893555,0,31.353112047198678,32.741379822180896,31.160758867729157,31.771265029907227,827221700,,,,,,76.85374108364248,76.90419006347656,76.85374108364248,76.90419006347656,5802350,17.852156274327125,18.334435901951203,17.704360234525698,17.712139129638672,74850300,17.830428763078082,18.175534186970886,17.830428763078082,18.109800338745117,40178,50.26880139740879,52.64060535014831,49.40556691139335,52.22993850708008,22605100,28.855465029320165,29.382321689514633,28.77441158559364,29.341794967651367,1520800,23.957968007952932,24.532757015496557,23.88848762085949,24.44432830810547,52791200,38.020449631438204,38.37277381026056,37.5226010105197,38.02811050415039,52206300,,,,,
2017-03-01,13.816228367216961,13.851184002446146,12.846208031142915,13.291893005371094,53019400,208.18080499627496,209.86623897629406,202.25997942741063,205.8666229248047,1921474100,40.478951605217034,40.86167453858312,39.94965716991212,40.66624069213867,1032000,38.16316322645536,39.31369436796295,37.69356026313049,38.88322448730469,15733200,24.474859539865946,24.703302788777425,24.28580383515361,24.608774185180664,1037400,21.74588610328449,21.788427399319552,21.476456091911217,21.760066986083984,0,32.03052293520967,33.644593960570845,31.26948451316797,32.94209671020508,1490290800,,,,,,76.87561419285116,76.92607753081576,76.87561419285116,76.8924331665039,8121550,18.015830914859446,18.203740313080253,17.63218237348724,18.02366065979004,77191600,18.165909468983923,18.289486426966285,17.968185089172444,18.190624237060547,62296,53.252410563302895,53.805548416590106,48.860803438444954,50.679466247558594,34384500,29.341793026656983,29.560641020630367,29.02568028824781,29.4633731842041,1909600,24.364344005538115,24.586529596668388,23.932667067078164,24.567485809326172,55319600,38.280872555983066,39.88165347266937,38.05109599203768,39.49869155883789,71556500,,,,,
2017-04-01,13.326847687581452,13.676404014876118,12.854946229029643,12.93359661102295,49194500,206.81479458816145,210.08628860945876,203.92920327092148,208.8145294189453,1549613700,40.674381027035544,41.30953552283453,40.21837083914778,41.195533752441406,1132600,39.00878698157271,40.01384333043636,38.5141094994208,39.8096923828125,12353800,24.687711128098293,25.066671469219997,24.687711128098293,24.96403694152832,992200,21.74588543483796,22.064948526201782,21.63244108065602,22.03658676147461,0,33.04244391713761,33.71149117338211,32.373399851146864,33.50241470336914,896440500,,,,,,76.87892929541174,76.94623565673828,76.87892929541174,76.94623565673828,8875700,18.070633810856997,18.415135048024244,17.890554195685574,18.133270263671875,68168400,18.197327043971406,18.502956290611777,18.197327043971406,18.362531661987305,45236,50.82089154047616,51.68624870359397,48.9305459826453,50.459625244140625,21912700,29.50390343062198,29.763278147604062,29.32558215320035,29.69843292236328,1552400,24.600005605126494,24.912608036815715,24.587245974536017,24.887088775634766,39490100,39.62816890674566,41.43785194773569,39.23543085801971,41.26073455810547,75525200,,,,,
2017-05-01,12.942336517086996,13.291892865705872,12.444217678545007,12.750080108642578,40050200,209.34076367473384,212.32283395673218,206.49026299256283,211.76150512695312,1492547000,41.496475133317965,42.15773899988148,41.227069028989554,42.05160903930664,1383400,39.982428598916954,41.262306911281506,39.91176339303974,40.98748779296875,18036200,25.027285413089086,25.217187109768847,24.916510681019673,25.193449020385742,964800,22.06494968685414,22.384011442637753,22.06494968685414,22.362741470336914,0,33.65295376360664,34.924136035383825,33.276615437634526,34.455806732177734,1208410000,,,,,,76.95297241210938,76.98663589927963,76.91930892493912,76.95297241210938,7437750,18.156761256268677,18.321181400856652,17.60869112090013,17.780941009521484,73118600,18.408818731676337,18.441943569421444,18.185230385742422,18.301166534423828,53665,50.69486820545622,51.45100772524015,49.06497137994949,49.644676208496094,13704200,29.81045106860565,30.27420511595092,29.761636813297557,30.257932662963867,2141600,24.99771191239817,25.061824067826443,24.837429078105526,25.029767990112305,51564000,41.39933682726503,43.532450397633276,41.27612462893668,43.28602600097656,120678100,,,,,
2017-06-01,12.750079315373862,12.76755671501338,11.963576329802953,12.627734184265137,34393800,212.22637202644867,214.89268083682168,210.46345166513578,212.0772705078125,1572753000,42.1169323987049,42.631251303888895,42.051620677434556,42.280208587646484,1091500,41.14453287339393,41.65491171722155,40.469259546039666,40.8068962097168,18016000,25.19360341865553,25.352202467422895,24.860543449958897,24.87640380859375,865500,22.49036246654313,22.6321685746599,22.47618293762207,22.47618293762207,0,34.54779750503608,35.15830042262387,34.20491221734283,34.61470031738281,1190107000,,,,,,76.94790678320133,77.0320935790074,76.94790678320133,77.0152587890625,5972000,17.91886159913138,18.19477926395779,17.564111604609117,17.682361602783203,87388600,18.455559492981916,18.58839369452933,18.156685288454895,18.19819450378418,53270,49.90513064412186,53.30775245964563,49.58587134341403,52.551612854003906,16777600,30.24165486979332,30.558962991529793,30.184702846221967,30.323017120361328,1585400,25.039339536789754,25.27768851172663,24.968479163557596,25.232593536376953,47838300,43.4015386079971,43.88668792284399,42.130910429268255,42.46204376220703,138430000,,,,,
2017-07-01,12.680167306078609,13.152068736372392,12.365565796944106,13.143329620361328,27136100,214.06335333339536,218.57588339680908,211.8247057062109,217.4918212890625,1055908800,43.26802059224245,43.84764804521294,41.65159302684411,42.85166931152344,891600,41.34939793156722,42.77004020261785,40.85733299293994,42.6351203918457,16319400,24.871587527014206,24.887483841571814,24.4105595345303,24.434406280517578,2328700,22.497452336869223,22.93704882663344,22.369827113272112,22.90159797668457,0,34.968328316543726,37.10238858126991,34.40540864945036,36.799922943115234,949944400,,,,,,77.01026464968888,77.07765649288926,77.01026464968888,77.04396057128906,4762700,17.769081872500006,17.93463159626129,17.445862952699805,17.698131561279297,64591500,18.311035212299497,18.377620336759122,18.069661970750655,18.0863094329834,51185,53.03633636891499,54.16710650208976,52.589093819728966,53.61859893798828,12760200,30.567090620601736,30.57522839560945,29.93248073067909,30.526411056518555,1590400,25.356596784861562,25.44073115546196,25.220689126140595,25.401899337768555,50426600,43.05594010918552,44.39143107129977,42.63420518033754,44.2820930480957,70704200,,,,,
2017-08-01,13.064680291167946,13.195764541625977,12.65395097318565,13.195764541625977,31315700,218.0999489957068,219.3779100879055,213.13791980120027,218.1263885498047,1557031500,43.32221527177032,43.50320540224829,42.631165755169896,43.388031005859375,1518900,42.96050940599245,43.0001915166824,41.91288594051267,42.86526870727539,16160900,24.469346171761902,24.843837311891903,24.453411574965173,24.764158248901367,945800,22.972505222705944,23.015045166015625,22.6747120959041,23.015045166015625,0,36.967958246127694,37.86695151980113,35.892527759124484,37.66530990600586,1053555400,,,,,,77.03547600284028,77.11975860595703,77.03547600284028,77.11975860595703,7340250,17.72965774790049,17.9582756683631,17.327606631784526,17.619291305541992,64449300,18.17273649698999,18.33126807656577,18.01420491741421,18.114330291748047,31445,53.9223977153105,54.57216397877554,51.57647593215942,52.53847122192383,11424800,30.77684761242426,30.948876089242532,30.51470808823938,30.91611099243164,2381500,25.433664922975506,25.5116840878461,25.05658221319041,25.388154983520508,54529800,44.610105375614694,44.758495240657666,43.54795951298904,44.313331604003906,71259400,,,,,
2017-09-01,13.16080904786082,13.702621788643354,13.117114297244411,13.457931518554688,27824100,218.5053573461285,221.50197004756484,215.8877339884277,221.42263793945312,1286405100,43.47851734714442,44.07907485961914,43.06717847673334,44.07907485961914,764200,43.063680428585215,43.87320816741512,42.50018660948967,43.43669891357422,11830000,24.728172732130915,24.808044398131788,24.272906216378843,24.408687591552734,1212800,23.043403504609728,23.34828567504883,22.9583209259161,23.348285675048828,0,37.816539775531105,38.61471224783039,37.04357490890742,37.64850616455078,1069822900,,,,,,77.12317102447741,77.17377471923828,77.08943308301873,77.17377471923828,5176900,17.76593379498359,18.456567302177664,17.464278737544458,18.37718391418457,60131800,18.15119123692084,18.268295288085938,18.034087185755745,18.268295288085938,17856,52.63129581440638,55.247251246221,50.56384804932605,55.15442657470703,11761800,30.94887521856926,31.153671911386578,30.81780546016416,31.104522705078125,2551100,25.42478846641543,25.450912658754838,25.30723209222819,25.346418380737305,36054100,44.52419850392672,45.641013436795674,44.0009371050552,45.55510711669922,48789200,,,,,
2017-10-01,13.326848025417654,14.174522348947804,13.265675874942376,13.991005897521973,24380000,222.7518030124645,228.42047193566032,222.57464654991108,227.7650146484375,1320624600,44.087310550556346,44.78658553822895,44.04617728156394,44.70431900024414,1197000,43.632228792522525,44.72542752163536,43.58435034276598,44.557857513427734,13521300,24.460665112351403,24.81296318048958,24.404618004795836,24.788942337036133,1038700,23.390829996406808,23.709890365600586,23.390829996406808,23.709890365600586,0,37.64850786217418,39.33727008694627,37.63170385931129,38.88357162475586,1030611000,,,,,,77.17888245574845,77.22952270507812,77.16199807963675,77.22952270507812,6383350,18.38511940538195,18.99636942487475,18.38511940538195,18.948740005493164,37702700,18.28854660696596,18.623961685923383,18.28854660696596,18.514951705932617,19741,55.561073869560985,57.47726718522664,55.35758631751103,56.82440185546875,13780200,31.120909718778517,31.317512812252577,30.97345583619806,31.260169982910156,2519700,25.38967061496699,25.38967061496699,25.081319815302088,25.25189781188965,57016500,45.53989290822085,46.2769355295128,45.29682422888197,45.94761657714844,53653300,,,,,
2017-11-01,14.078394518080307,14.46290563040406,13.947310275161218,14.122088432312012,60045400,228.55334028457463,235.64800565478035,226.41873181754204,234.72686767578125,1365620900,45.18201868070889,45.644071151212856,44.42293585146126,45.5698127746582,1155800,44.84512039293676,45.28399551156965,43.7918188906338,44.83713912963867,12011200,24.84945966296371,25.08222343123635,24.84945966296371,25.01801300048828,1325600,23.731162293638988,24.064403533935547,23.568086217594605,24.064403533935547,0,39.2364406826526,40.269862594648465,38.186214771473644,38.732330322265625,1050700800,,,,,,77.23285378670612,77.28352944885299,77.21595760331991,77.26663970947266,5826300,19.02812186642516,19.115443730384683,18.782034766489698,18.948740005493164,58827700,18.519367529741306,18.72952825967207,18.494149005624326,18.628652572631836,59916,57.07875242866525,59.605414261970054,55.298222221471136,58.82536697387695,9703400,31.566771276020727,31.706630902903743,31.237695523836898,31.665496826171875,3188500,25.26083286709383,25.517856319469352,25.056530949400486,25.412410736083984,44206000,46.0887646206259,46.14365062820107,44.700926305375674,45.92410659790039,63369300,,,,,
2017-12-01,14.200740211432057,14.56777479433864,13.746316124630356,14.515341758728027,46746200,234.50545527720476,237.90664902348462,230.96254174604425,236.36546325683594,1715222900,45.52029439516016,46.535159662024874,44.41467485893273,44.455928802490234,1343100,44.72542667120131,45.515404335382186,44.18281642678539,45.33187484741211,14315400,25.022167655683432,25.255492533934984,24.893436370869203,24.933664321899414,1193400,24.036046158611697,24.32674748055406,23.844608306884766,23.844608306884766,0,38.63151919344742,39.75736177999138,37.850150663717265,39.589324951171875,1053812000,,,,,,77.2835588387267,77.3173706411815,77.23284435951547,77.2582015991211,8096500,19.098922710540652,19.330667696316656,18.8671792489615,19.298702239990234,62942900,18.683447000378877,18.91098663714148,18.683447000378877,18.76772117614746,57633,58.94406686489032,60.32610255882012,57.528121978702316,59.38496398925781,14533300,31.533874000646627,32.052169149642424,31.229474850288174,31.295291900634766,4139200,25.413297636462012,25.5391404493243,25.181485917860275,25.214601516723633,52082600,45.728084044949426,46.5827414325929,45.35956114656113,46.37887954711914,60848400,,,,,
